%time,field.x,field.y,field.z
30814000000,0.0,0.0,1.30630077608e-06
32214000000,0.0,0.0,1.31046277596e-06
32426000000,0.0424093341827,5.55832160263e-08,1.31063637516e-06
32669000000,0.0848186683654,1.31640637373e-07,1.79341229502e-06
32917000000,0.127228002548,2.37204239293e-07,2.48915961436e-06
33169000000,0.16963733673,3.7863548434e-07,3.33490840573e-06
33364000000,0.21274927616,5.35206114064e-07,3.63172317909e-06
33606000000,0.25586121559,6.61850178238e-07,2.93756360412e-06
33832000000,0.304593987464,6.05185775323e-07,-1.16275764206e-06
34060000000,0.36738154888,5.01785085806e-07,-1.64683397768e-06
34268000000,0.433682126998,4.40953067243e-07,-9.17518674657e-07
34517000000,0.499982705115,4.38119659604e-07,-4.27357908403e-08
34762000000,0.566283283233,4.92476244905e-07,8.19850849634e-07
34970000000,0.634691677092,5.75224434825e-07,1.20962041719e-06
35162000000,0.703100070952,7.18536167086e-07,2.09494367832e-06
35401000000,0.771508464812,6.44702551824e-07,-1.0793063701e-06
35638000000,0.840619459151,4.4669840526e-07,-2.86501660782e-06
35885000000,0.909730453489,3.41528929893e-07,-1.52174739162e-06
36134000000,0.978841447828,3.05532327768e-07,-5.20852036204e-07
36336000000,1.04795244217,3.25475269065e-07,2.88563946851e-07
36577000000,1.11706343651,4.12827124762e-07,1.26393573892e-06
36828000000,1.18617443085,4.10034130231e-07,-4.041317243e-08
37069000000,1.25528542518,1.3555507861e-07,-3.97156855066e-06
37312000000,1.32439641952,-4.11656040511e-08,-2.55705599886e-06
37505000000,1.39350741386,-1.63186394388e-07,-1.76557711988e-06
37709000000,1.4626184082,-2.37583007516e-07,-1.07648014385e-06
37941000000,1.53313461303,-2.57780235423e-07,-2.86419667011e-07
38194000000,1.60365081787,-2.28201056926e-07,4.19466398784e-07
38442000000,1.6741670227,-4.81344693047e-07,-3.58986472283e-06
38636000000,1.74468322754,-7.95620701239e-07,-4.45679129972e-06
38837000000,1.81519943237,-1.03414953488e-06,-3.38261019863e-06
39082000000,1.8857156372,-1.19356093378e-06,-2.26063497427e-06
39327000000,1.95623184204,-1.2831450922e-06,-1.27040527258e-06
39578000000,2.02674804687,-1.30531560023e-06,-3.14403023867e-07
39816000000,2.0972642517,-1.44966191764e-06,-2.04699498145e-06
40024000000,2.16778045654,-1.84429962398e-06,-5.59641159465e-06
40271000000,2.23829666137,-2.13868044254e-06,-4.17465487905e-06
40513000000,2.3088128662,-2.36668182213e-06,-3.23331892469e-06
40762000000,2.37932907104,-2.53024081135e-06,-2.31945252306e-06
41005000000,2.44984527587,-2.63028361789e-06,-1.41872080007e-06
41250000000,2.52036148071,-2.79573425621e-06,-2.34627825917e-06
41485000000,2.59087768554,-3.24009266591e-06,-6.30150772786e-06
41686000000,2.66139389037,-3.62167030873e-06,-5.41120503757e-06
41938000000,2.7319100952,-3.92576343378e-06,-4.31238643318e-06
42177000000,2.80312890052,-4.1626719352e-06,-3.32648800251e-06
42414000000,2.87434770583,-4.32739395387e-06,-2.31290061574e-06
42633000000,2.94556651106,-9.27270399462e-07,4.77419347425e-05
42835000000,2.965489808,2.066150166e-06,0.000150247248317
43051000000,2.96854996464,6.49714075891e-05,0.0205533267615
43294000000,2.97160950183,0.000152993512487,0.0287618114197
43525000000,2.97255841747,0.000241036534109,0.0925178926087
43778000000,2.97343500529,0.000614916515924,0.40315521678
44031000000,3.04159337825,0.0425009069606,0.551041536367
44274000000,3.10730333055,0.0881320604493,0.606979883302
44493000000,3.17274795488,0.134142941187,0.612770397025
44722000000,3.23614787439,0.182932798803,0.655900606364
44948000000,3.29954333504,0.231728449936,0.655991990093
45149000000,3.36294026628,0.280522190411,0.655961851704
45388000000,3.4263374019,0.329315665327,0.655957662896
45618000000,3.48975491333,0.378082654617,0.655539956801
45826000000,3.55318225737,0.426836854725,0.655338306004
46033000000,3.6187508326,0.472670924395,0.610071265024
46266000000,3.68509623764,0.517373130499,0.592911055178
46505000000,3.75144567026,0.562069358414,0.592820950865
46757000000,3.81779479831,0.606766038459,0.592827765262
46999000000,3.88414281438,0.651464369122,0.59285264322
47240000000,3.95049082345,0.696162710172,0.592852799787
47491000000,4.01683887712,0.740860985017,0.592851801943
47730000000,4.08318683227,0.785559406098,0.592854006019
47973000000,4.14953476157,0.830257865553,0.592854584383
48227000000,4.2158828528,0.874956084655,0.59285096178
48430000000,4.2822309642,0.919654273802,0.592850510294
48643000000,4.34858211938,0.964347944572,0.592782410796
48869000000,4.41506501584,1.00884541054,0.589828278783
49077000000,4.48155035434,1.05333922769,0.589773396368
49309000000,4.54856603195,1.0970301759,0.577745633616
49556000000,4.61561772443,1.14066583259,0.576920801987
49787000000,4.68266965752,1.18430111956,0.576915287949
49994000000,4.74972145517,1.22793661465,0.576918391716
50199000000,4.81677327108,1.27157208168,0.576917973473
50408000000,4.88382506267,1.31520758609,0.576918530702
50656000000,4.95087680993,1.35884315861,0.576919546678
50889000000,5.01792858387,1.40247869013,0.57691893516
51124000000,5.08498052116,1.44611397065,0.57691519169
51355000000,5.15203219338,1.48974965849,0.576921266397
51602000000,5.21908398395,1.53338516445,0.576918553981
51814000000,5.28613573629,1.57702072917,0.576919430278
52050000000,5.35318748024,1.62065630677,0.576919622434
52271000000,5.42023938201,1.66429164188,0.576916005787
52507000000,5.48729126272,1.70792700934,0.576916488362
52743000000,5.5543430445,1.75156252881,0.576918755405
52969000000,5.62139481607,1.79519806398,0.576918989593
53207000000,5.68844654155,1.83883366997,0.576920045854
53442000000,5.75549827392,1.88246926538,0.576919887848
53671000000,5.8225502146,1.92610454069,0.576915114048
53913000000,5.88960188556,1.96974023045,0.576921295118
54143000000,5.95665366429,2.01337575461,0.576918825407
54379000000,6.02370540749,2.05701133338,0.57691963977
54611000000,6.09075712618,2.10064694979,0.576920201199
54849000000,6.15780899955,2.14428232854,0.576916656715
55072000000,6.22486089865,2.18791766773,0.576916066761
55309000000,6.29191264156,2.23155324694,0.576919646379
55512000000,6.3589553811,2.27520265788,0.577125944671
55736000000,6.42436037084,2.32126986223,0.613631287682
55930000000,6.47703933892,2.36600526053,0.704034056592
56136000000,6.49345307677,2.38173848174,0.764232397224
56378000000,6.50193307876,2.39325586414,0.936134917334
56610000000,6.50773187314,2.40633005685,1.15333601249
56805000000,6.52424794335,2.47488481284,1.33438358596
57002000000,6.53657198129,2.5539298512,1.41612994284
57245000000,6.54857180448,2.63302475776,1.42023028948
57478000000,6.56024666789,2.71216828285,1.4243375005
57706000000,6.57182456233,2.79132605165,1.42556261955
57939000000,6.58273169347,2.87057902945,1.43403122791
58136000000,6.5929836438,2.94991941963,1.44229357946
58377000000,6.602887519,3.02930401043,1.44667946224
58628000000,6.61242377124,3.10873360122,1.45130905257
58868000000,6.62175755078,3.18818723902,1.45385774941
59100000000,6.63105620128,3.26764499571,1.4542998705
59304000000,6.63967288597,3.34717959664,1.46287841641
59520000000,6.64788819571,3.42675665795,1.4679236042
59728000000,6.6555463598,3.50638926762,1.47492246767
59934000000,6.66334071038,3.58600866286,1.47321214119
60182000000,6.6711205242,3.66562947984,1.47339471773
60430000000,6.67889624098,3.74525069704,1.47344617456
60675000000,6.68667220907,3.8248718897,1.47344301805
60929000000,6.69444811042,3.90449308888,1.47344385637
61172000000,6.70222439985,3.98411425015,1.47343898241
61425000000,6.71000075015,4.06373540548,1.4734382177
61670000000,6.71777683765,4.14335658648,1.47344151849
61917000000,6.7255529537,4.22297776468,1.4734411598
62160000000,6.73332901132,4.3025989486,1.47344189382
62365000000,6.74110519853,4.38222011986,1.47344026607
62611000000,6.74888166589,4.46184126375,1.47343674755
62855000000,6.75665804246,4.54146241652,1.47343788797
63060000000,6.76443414397,4.62108359615,1.47344134243
63270000000,6.77115183374,4.68986733102,1.47344114722
63513000000,6.76903647765,4.74699490903,1.60780804972
63759000000,6.7577133635,4.80302902353,1.77018663121
63999000000,6.74079206323,4.85763400955,1.87129764717
64201000000,6.72396444418,4.91226793801,1.86958248534
64403000000,6.70546471146,4.97226825266,1.86987519388
64604000000,6.68189178288,5.04871638565,1.86989771129
64808000000,6.65808739743,5.12509276442,1.87292676327
65060000000,6.63418064867,5.20143716411,1.87426729183
65302000000,6.61027348443,5.27778143369,1.87427273418
65513000000,6.58636628686,5.35412569283,1.87427317069
65748000000,6.56178657304,5.43025609194,1.88309446463
65967000000,6.53522626457,5.50310764968,1.92040156906
66205000000,6.50379962421,5.57667643569,1.97450655927
66405000000,6.4715091274,5.64987017733,1.98627858973
66610000000,6.43921857997,5.72306389664,1.98627928122
66854000000,6.40692851992,5.79625783097,1.98627262255
67108000000,6.37463877527,5.86945190443,1.98626831339
67347000000,6.34234898768,5.94264595896,1.98626890007
67595000000,6.31005911266,6.01583997491,1.98627009463
67842000000,6.2777691788,6.0890339649,1.98627089847
68089000000,6.24547948154,6.16222805927,1.98626766594
68288000000,6.21318939986,6.23542198406,1.98627291807
68532000000,6.18089977264,6.30861610933,1.98626670898
68775000000,6.14861000899,6.38181017441,1.98626857299
68976000000,6.11632017463,6.4550042083,1.98626953916
69225000000,6.08403029543,6.52819822241,1.98627015158
69471000000,6.05174030466,6.60139218729,1.9862716761
69674000000,6.01945059152,6.67458627466,1.98626788293
69921000000,5.98716095737,6.74778039687,1.9862668037
70167000000,5.95487123471,6.82097448004,1.98626801296
70417000000,5.92258145653,6.89416853872,1.98626877146
70615000000,5.89029183949,6.96736266848,1.98626656999
70849000000,5.8580018693,7.04055664244,1.98627139481
71063000000,5.82571247634,7.11375087105,1.9862635086
71306000000,5.79342289821,7.18694501798,1.98626603833
71554000000,5.76113323095,7.26013912558,1.98626725621
71756000000,5.72884351571,7.33333321202,1.9862679116
72000000000,5.69655392615,7.40652735391,1.98626619449
72248000000,5.66426430652,7.47972148253,1.98626660538
72452000000,5.63197488232,7.55291569736,1.98626393538
72689000000,5.59968534676,7.62610986307,1.98626545664
72897000000,5.56739575439,7.69930400371,1.98626623296
73136000000,5.53510613572,7.77249813275,1.98626659222
73343000000,5.50281650184,7.84569225508,1.98626680014
73589000000,5.47052712267,7.91888648978,1.98626332012
73833000000,5.43823773674,7.99208072149,1.98626341247
74079000000,5.40594825381,8.06527491041,1.98626473773
74326000000,5.37365870175,8.13846906884,1.98626568217
74527000000,5.34136944876,8.2116633592,1.9862615962
74769000000,5.30907975154,8.28485745359,1.98626766549
75018000000,5.27679053028,8.35805175795,1.98626116269
75221000000,5.24450074931,8.43124581539,1.98626880962
75430000000,5.2152204714,8.49384769127,2.00828978542
75646000000,5.18975843299,8.5481518582,2.00923796227
75883000000,5.16177927725,8.60120301078,2.0561225739
76131000000,5.12168470685,8.64580887777,2.30298298316
76385000000,5.07641614543,8.68515370327,2.42608988678
76604000000,5.01597652712,8.72147983273,2.60041486009
76827000000,4.94407571807,8.7565550898,2.68772964681
77075000000,4.86806674931,8.78150777839,2.8243914583
77268000000,4.79125961132,8.80388329076,2.85811737904
77496000000,4.71443233728,8.8261895671,2.85901868768
77741000000,4.63759373967,8.84845680576,2.85952677299
77988000000,4.56075527778,8.87072451272,2.85952067831
78236000000,4.48391736434,8.89299411215,2.85949604902
78488000000,4.40707938307,8.91526347752,2.85949909529
78734000000,4.33024138678,8.93753279106,2.85949976974
78945000000,4.25340336885,8.95980202996,2.85950074113
79169000000,4.17656533297,8.98207120691,2.85950154733
79414000000,4.09972732712,9.00434048749,2.85950019874
79641000000,4.02288935462,9.02660988313,2.85949870123
79837000000,3.94605139683,9.04887932951,2.85949804095
80037000000,3.89718115296,9.0629057338,2.86209253894
80275000000,3.85065271937,9.07156615723,2.95756671474
80479000000,3.80334328257,9.07287583487,3.11391650028
80684000000,3.75277224896,9.06289835978,-2.94679820375
80919000000,3.69219996909,9.04636727454,-2.87516585941
81165000000,3.631948764,9.02870176708,-2.85638823692
81417000000,3.57195800209,9.01017108024,-2.8419978461
81619000000,3.51599825144,8.99287430598,-2.84181455987
81851000000,3.47540602147,8.97459735112,-2.71852463387
82052000000,3.44179145134,8.94541110628,-2.42659178694
82295000000,3.41775140931,8.90794308535,-2.14125435107
82540000000,3.40485597583,8.86533458845,-1.86468193283
82784000000,3.39446156166,8.8220479581,-1.80646412814
82991000000,3.38689999008,8.77817770795,-1.74148140655
83231000000,3.39238066999,8.73399922495,-1.44736926683
83475000000,3.407789514,8.69223388358,-1.21735037529
83685000000,3.4313944448,8.65449022909,-1.01190848419
83927000000,3.45708857913,8.61813658176,-0.955532607725
84131000000,3.4841986419,8.58282623329,-0.916021993689
84379000000,3.51984180081,8.55615524838,-0.642397996062
84621000000,3.56093157716,8.53902613595,-0.394964721646
84871000000,3.60489590747,8.5320322906,-0.157758090642
85121000000,3.64918400727,8.52752225411,-0.101484210144
85364000000,3.69369415519,8.52673298512,-0.0177304798815
85612000000,3.73675355588,8.53803184458,0.256616354458
85864000000,3.77633009223,8.55841502351,0.47560068971
86108000000,3.81091918541,8.5864394922,0.6809363093
86323000000,3.85918223937,8.62660110935,0.69403359345
86567000000,3.91519825422,8.68123134235,0.772874382236
86812000000,3.9680465007,8.7389315947,0.829260304853
87047000000,4.02089407535,8.79663246239,0.829271948413
87289000000,4.07291659662,8.8574079285,0.862841383707
87502000000,4.1229311112,8.91984628475,0.895432352853
87706000000,4.1727805577,8.98241650677,0.898073259432
87965000000,4.22208357013,9.04541819694,0.906776330229
88160000000,4.27141697656,9.10839608998,0.906293807751
88366000000,4.32074874267,9.1713752679,0.906319853272
88577000000,4.37008049805,9.23435445424,0.906320023731
88784000000,4.41941220583,9.29733367785,0.906320779384
88990000000,4.46874413378,9.36031272901,0.906317283632
89214000000,4.51807892356,9.42328953837,0.90627184177
89457000000,4.56940426531,9.48465491374,0.874257253105
89666000000,4.62153970996,9.54533353774,0.860981860411
89872000000,4.6735429545,9.60612549903,0.863158520114
90106000000,4.72554571116,9.66691787767,0.863166545468
90346000000,4.777548616,9.72771012954,0.863164108049
90594000000,4.82955147273,9.78850242257,0.863164899348
90845000000,4.88155426985,9.8492947666,0.863165879899
91085000000,4.93355718507,9.91008700959,0.863163937275
91331000000,4.98556021357,9.97087915568,0.863162073749
91582000000,5.03756308957,10.0316714322,0.863164582492
91821000000,5.0895659406,10.0924637301,0.863164993115
92053000000,5.1415687318,10.1532560792,0.863165977301
92298000000,5.19357151223,10.2140484375,0.863166154358
92544000000,5.24557343465,10.2748415298,0.863180268216
92762000000,5.29756367761,10.3356446106,0.863372370608
93009000000,5.34893113657,10.396974735,0.873570720798
93214000000,5.39998439448,10.458566657,0.878682909804
93452000000,5.45078908263,10.5203637739,0.882711945633
93698000000,5.50161448348,10.5821438567,0.882376726683
93946000000,5.55217453969,10.6441412818,0.886664165355
94197000000,5.60252519678,10.7063088886,0.8900370783
94404000000,5.65230533607,10.7689342647,0.899180442338
94651000000,5.70212271994,10.8315300174,0.898585581192
94893000000,5.75193943122,10.8941263055,0.898596326159
95145000000,5.8017562689,10.9567224929,0.898594306879
95393000000,5.85157285191,11.0193188831,0.898598375318
95646000000,5.90138942462,11.0819152814,0.898598539923
95894000000,5.95120594199,11.1445117238,0.898599423947
96139000000,6.00102247172,11.2071081563,0.89859922659
96382000000,6.05083926194,11.2697043815,0.898595065022
96584000000,6.10065597017,11.332300672,0.898596374972
96798000000,6.15047249563,11.3948971079,0.898599294753
97007000000,6.20028903382,11.4574935337,0.898599091413
97219000000,6.24369996933,11.5174586596,0.944185663756
97441000000,6.2816309161,11.577736031,1.00912990149
97646000000,6.31206190474,11.6294198087,1.03865885542
97846000000,6.33034396376,11.6798627135,1.22309056147
98053000000,6.33616777715,11.7310785572,1.45757149546
98258000000,6.33117649605,11.79719099,1.64615023716
98480000000,6.31767349083,11.8756881234,1.74114820142
98702000000,6.30300678705,11.954332181,1.75517298969
98944000000,6.28162136985,12.0314208568,1.84140469517
99190000000,6.25560261501,12.1070715303,1.9020559581
99439000000,6.22144590528,12.1794132138,2.01192335121
99658000000,6.18370938453,12.2499536632,2.0620214594
99905000000,6.14597778658,12.3204967459,2.06195167371
100106000000,6.10824615232,12.3910398092,2.06195218833
100307000000,6.07051424059,12.4615827241,2.06195612173
100517000000,6.03415923155,12.5252624436,2.0895469349
100751000000,5.99224583012,12.5845710808,2.18600465513
100987000000,5.94530436389,12.6399853968,2.27360437141
101224000000,5.89161036053,12.6888853117,2.40288930115
